permit_number,permit_type_descr,permit_subtype_descr,date_entered,construction_cost,address,city,state,zip,contact,ivr_tracking_number,purpose,lat,lon,category,type_subtype
T2019056809,Building Residential - New,"Multifamily, Townhome",2019-09-18,,5837  LESLIE AVE,NASHVILLE,TN,37209,"HALLMARK BUILDING GROUP, INC",3713699,"to construct 1753Sf single family residence with 52SF porch. Master permit 2018024518.
MUST COMPLY WITH THE MASTER PERMIT AS APPROVED BY PLANNING
Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.156572,-86.86224200000001,Residential,"TYPE: Building Residential - New SUBTYPE: Multifamily, Townhome"
T2019056953,Building Residential - New,Single Family Residence,2019-09-18,,411  ACKLEN PARK DR,NASHVILLE,TN,37205,BONHAM BUILDERS LLC,3713881,"to construct 2651Sf single family residence with 323SF garage and 468Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 34.9' per average. max height at 3 stories or 45'.
Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.143493,-86.824282,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019056591,Building Residential - New,"Multifamily, Townhome",2019-09-18,,5841  LESLIE AVE,NASHVILLE,TN,37209,"HALLMARK BUILDING GROUP, INC",3713434,"to construct 1753Sf single family residence with 210SF porch. Master permit 2018024518.
MUST COMPLY WITH THE MASTER PERMIT AS APPROVED BY PLANNING
Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.156597,-86.862308,Residential,"TYPE: Building Residential - New SUBTYPE: Multifamily, Townhome"
T2019056485,Building Residential - New,"Multifamily, Townhome",2019-09-17,,6031  STERLING ST,NASHVILLE,TN,37209,"HALLMARK BUILDING GROUP, INC",3713303,"to construct 1715Sf single family residence with 124SF porch. Master permit 2018024518.
MUST COMPLY WITH THE MASTER PERMIT AS APPROVED BY PLANNING
Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.157270000000004,-86.863215,Residential,"TYPE: Building Residential - New SUBTYPE: Multifamily, Townhome"
T2019056459,Building Residential - New,"Multifamily, Townhome",2019-09-17,,6033  STERLING ST,NASHVILLE,TN,37209,"HALLMARK BUILDING GROUP, INC",3713263,"to construct 1140Sf single family residence with 392Sf garage and 240SF porch. Master permit 2018024518.  Not to be over any easements.
MUST COMPLY WITH THE MASTER PERMIT AS APPROVED BY PLANNING
Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.15723,-86.863222,Residential,"TYPE: Building Residential - New SUBTYPE: Multifamily, Townhome"
T2019056050,Building Residential - New,Single Family Residence,2019-09-16,33200.0,125  BROCKHAMPTON CT,GOODLETTSVILLE,TN,37072,"DURANTE COMPANIES, INC",3712683,"BUILDING A NEW DECK WITH A SCREENROOM ON PART OF IT,ITS A 10X14 SCREENROOM WITH A 10X6 OPEN DECK.  REJECTED CITY OF GOODLETTSVILLE.  PLEASE CONTACT CITY OF GOODLETTSVILLE FOR BUILDING PERMIT.",36.313573999999996,-86.693365,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019055659,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",2019-09-13,,4021  SUNNYBROOK DR,NASHVILLE,TN,37205,WHITESTONE ENTERPRISES LLC,3712105,We are looking to pull a permit to to start on the footings and foundation walls for a pool house and will submit for the full building permit at a later time.  REJECTED: FOUNDATION PERMITS CANNOT BE APPLIED ON LINE.  PLEASE BRING SITE PLAN AND FOUNDATION PLANS TO THIS OFFICE AND SIGN IN TO SEE THE FIRST AVAILABLE ZONING EXAMINER.  THIS APPLICATION WILL BE CANCELLED.,36.098981,-86.843125,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Shed / Storage Bldg"
T2019055429,Building Commercial - New,"Accessory Structure, Garage",2019-09-12,12056.0,2719  NOLENSVILLE PIKE,NASHVILLE,TN,37211,SELF CONTRACTOR COMMERCIAL (SEE APPLICANT INFORMATION),3711777,"Commercial Review Denied - Proposed structures built without permits and inspections. Structures are located on property line which require a 1-hour fire rated exterior wall. Need details of anchorage of buildings.

Permitting structures built without a Permit. Property Standards letter sent to file.
To construct a 22 ft x 60 ft (1320 sq ft) carport to side of existing Commercial building and 22 ft x 14 ft (308 sq ft) garage to rear of existing building on CS Zoned parcel. Minimum 20 ft rear setback, 0 ft side setback.
1. Acknowledges  applying for this self building permit in own name, & will act as own contractor accepting full responsibility for code compliance, for hiring & employing individuals & has ultimate responsibility for my own work & for the work of others.  Acting as my own general contractor, I further understand that I may forfeit certain protections, which might be available to me through the State of Tenn general contractor�s licensing process.  I further acknowledge that as a self building permit holder I am responsible for requesting all required inspections & completing all authorized work in compliance with applicable adopted codes.  I further understand that separate permits are required for any trade work�2. Pursuant # 2006-1263  Metro code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code...3...You can dig your footers, but do not pour any concrete until you call for an inspection.  Also do not put up any drywall until you call for an inspection.  The idea is you do not cover up anything  with concrete or drywall until an inspector has had a chance to review..***SITE PLAN SENT TO FILE 
POC: Alex Mejicano 615-710-0226",36.113313,-86.746442,Commercial,"TYPE: Building Commercial - New SUBTYPE: Accessory Structure, Garage"
T2019054654,Building Residential - New,Single Family Residence,2019-09-10,,219  NUNLEY DR,NASHVILLE,TN,37211,ORCA BUILDING GROUP LLC,3710697,"PERMIT TO CONSTRUCT A SINGLE-FAMILY RESIDENCE WITH 2355 SQFT OF LIVING AREA� �35� MIN FRONT SETBACK� �5� REQUIRED SIDE SETBACK� �20� MIN REAR SETBACK� �MAX HEIGHT 3 STORIES� �NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY� �

*** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY� � 

***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",36.093123,-86.720612,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019054843,Building Residential - New,"Accessory Structure, Garage",2019-09-10,15000.0,404C N 17TH ST,NASHVILLE,TN,37206,"FORD, TOM CONSTRUCTION, LLC",3710960,"Historic review/approval prior to permit issuance. See MHZC permit 2019033697 entered 07/07/19. See attached. Restrictive Covenant required prior to any trade authorizations. To construct a 12 ft x 22 ft (264 sq ft) detached garage port. Access via the alley. Must conform to all easements on property. Pursuant to Ordinance No. 2006-1263 of the Metropolitan code of Laws, I (the holder on this permit) hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction and demolition waste shall be stored on the property in violation of any provision of the Metropolitan Code.For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.",36.179957,-86.739249,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Garage"
T2019054814,Building Residential - New,Single Family Residence,2019-09-10,33200.0,125  BROCKHAMPTON CT,GOODLETTSVILLE,TN,37072,"DURANTE COMPANIES, INC",3710924,BUILDING A NEW 10X20 COMPOSITE DECK WITH A 10X14 SCREENROOM ON PART OF NEW DECK.  rejected: please call city of Goodlettsville for permit information.,36.313573999999996,-86.693365,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019053176,Building Residential - New,Single Family Residence,2019-09-04,1376.0,2205D  24TH AVE N,NASHVILLE,TN,37208,SUMMIT BUILDERS CORP,3708539,"PERMIT TO CONSTRUCT REAR UNIT OF PROPOSED HORIZONTAL PROPERTY LINE REGIME DUPLEX WITH 1740 SQFT OF LIVING AREA� �UNITS DETACHED� �30� MIN FRONT SETBACK� �5� MIN SIDE SETBACK� �20� MIN REAR SETBACK� �MAXIMUM HEIGHT 35� MEASURED FROM AVERAGE NATURAL GRADE (FRONT TWO CORNERS) TO HIGHEST PEAK� �6� MINIMUM DISTANCE BETWEEN UNITS� �NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY� �

*** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY� � 

***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",36.188637,-86.81544,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019053164,Building Residential - New,Single Family Residence,2019-09-04,1680.0,2205C  24TH AVE N,NASHVILLE,TN,37208,SUMMIT BUILDERS CORP,3708519,"PERMIT TO CONSTRUCT FRONT UNIT OF PROPOSED HORIZONTAL PROPERTY LINE REGIME DUPLEX WITH 1740 SQFT OF LIVING AREA� �UNITS DETACHED� �30� MIN FRONT SETBACK� �5� MIN SIDE SETBACK� �20� MIN REAR SETBACK� �MAXIMUM HEIGHT 30� MEASURED FROM AVERAGE NATURAL GRADE (FRONT TWO CORNERS) TO HIGHEST PEAK� �6� MINIMUM DISTANCE BETWEEN UNITS� �NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY� �

*** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY� �
 
***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",36.188637,-86.81544,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019053132,Building Residential - New,Single Family Residence,2019-09-04,,2205A  24TH AVE N,NASHVILLE,TN,37208,SUMMIT BUILDERS CORP,3708475,"PERMIT TO CONSTRUCT FRONT UNIT OF PROPOSED HORIZONTAL PROPERTY LINE REGIME DUPLEX WITH 1720 SQFT OF LIVING AREA� �UNITS DETACHED� �30� MIN FRONT SETBACK� �5� MIN SIDE SETBACK� �20� MIN REAR SETBACK� �MAXIMUM HEIGHT 30� MEASURED FROM AVERAGE NATURAL GRADE (FRONT TWO CORNERS) TO HIGHEST PEAK� �6� MINIMUM DISTANCE BETWEEN UNITS� �NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY� �

*** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY� � 

***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",36.188637,-86.81544,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019053148,Building Residential - New,Single Family Residence,2019-09-04,,2205B  24TH AVE N,NASHVILLE,TN,37208,SUMMIT BUILDERS CORP,3708492,"PERMIT TO CONSTRUCT REAR UNIT OF PROPOSED HORIZONTAL PROPERTY LINE REGIME DUPLEX WITH 1740 SQFT OF LIVING AREA� �UNITS DETACHED� �30� MIN FRONT SETBACK� �5� MIN SIDE SETBACK� �20� MIN REAR SETBACK� �MAXIMUM HEIGHT 35� MEASURED FROM AVERAGE NATURAL GRADE (FRONT TWO CORNERS) TO HIGHEST PEAK� �6� MINIMUM DISTANCE BETWEEN UNITS� �NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY� �

*** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY� � 

***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",36.188637,-86.81544,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
