permit_number,permit_type_descr,permit_subtype_descr,date_entered,construction_cost,address,city,state,zip,contact,ivr_tracking_number,purpose,lat,lon,category
T2018069467,Building Residential - New,Single Family Residence,2018-11-02,1000.0,225  WALLACE RD,NASHVILLE,TN,37211,COMMERCIAL INDUSTRIAL CONSTRUCTION INC,3575056,"Property Standards violation, Carport built without a Permit.
Site Plan Rejected, does not meet front setback requirements. 
Need front setback survey to compare to Platted 30 ft front setback to determine approved front setback.

To construct a 12 ft x 26 ft(312 sq ft) detached Carport in front of existing family residence. Does not meet front setback. Minimum 5 ft side setbacks and 10 ft minimum rear setback. Maximum height of 16ft and roof height/slope cannot exceed that of primary residence on property. Not to be used for living or commercial purposes. Restrictive Covenant required prior to any trade authorizations.  Must conform to all easements on parcel...Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code",36.078983,-86.707061,Residential
T2018069237,Building Residential - New,Single Family Residence,2018-11-01,,2232A  CRUZEN ST,NASHVILLE,TN,37211,LEGACY HOMES INC,3574690,"to construct 1850SF single family residence with 480SF garage and 45Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 31.6' per avg. unit 1 of 2. lot coverage is 1606SF of max 3750SF lot coverage. not to be over any easements. Max height 3 stories or �.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.122953,-86.75524,Residential
T2018069241,Building Residential - New,Single Family Residence,2018-11-01,,2232B  CRUZEN ST,NASHVILLE,TN,37211,LEGACY HOMES INC,3574696,"to construct 1980SF single family residence with 90Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 31.6' per avg. unit 1 of 2. lot coverage is 1197SF of max 3750SF lot coverage. not to be over any easements. Max height 3 stories or �.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.122953,-86.75524,Residential
T2018068229,Building Residential - New,Single Family Residence,2018-10-31,,1302  JACKSON ST,NASHVILLE,TN,37208,"HART-LOVE ENTERPRISES, LLC",3573138,"Construct a single family unit 2,481 sq ft.. 279 sq ft of decks and porches, attached garage 264 sq ft.  REJECTED: APPLICANT IS REQUIRED TO RESUBMIT APPLICATION WITH REQUIRED SITE PLAN FOR PERMIT PROCESSING.",36.168433,-86.798906,Residential
T2018068504,Building Residential - New,Single Family Residence,2018-10-30,275000.0,5549  KENDALL DR,NASHVILLE,TN,37209,HOWINGTON CONSTUCTION LLC,3573594,1 New Construction Single Family Home.  REJECTED APPLICANT IS REQUIRED TO RESUBMIT APPLICATION TO THIS OFFICE IN PERSON WITH REQUIRED HPR DOCUMENTATION.  PLEASE BRING TO OFFICE CONTEXTUAL SURVEY SITE PLAN AND STAMPED FRONT ELEVATIONS FOR PERMITTING PROCESSING.,36.139281,-86.855625,Residential
T2018066397,Building Residential - New,"Accessory Structure, Garage",2018-10-19,,2019B  19TH AVE S,NASHVILLE,TN,37212,TWIN TEAM CONSTRUCTION LLC,3570618,"to construct 600SF detached garage to the rear of existing single family residence. not to be over any easements. not to be used for living space or commercial purposes. 
MUST COMPLY WITH HCN
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.132743,-86.798526,Residential
T2018066670,Building Residential - New,"Accessory Structure, Garage",2018-10-19,20000.0,5239B  OLD HYDES FERRY PIKE,NASHVILLE,TN,37218,"CARTER, LANCE T.",3570966,"TO CONSTRUCT 30�X40� DETACHED GARAGE AT LEFT SIDE OF RESIDENCE. FRONT MUST NOT EXTEND PAST FRONT FA�ADE OF HOUSE 32� MINIMUM SETBACK...10� MINIMUM SIDE SETBACK�20� MINIMUM REAR SETBACK � �NOT TO BE USED FOR LIVING OR COMMERCIAL PURPOSES.  MAXIMUM ALLOWED KNEE WALL HEIGHT 16'.

1. I LANCE CARTER, ACKNOWLEDGES  PROPERTY TO BE PRIMARY RESIDENCE, APPLYING FOR THIS SELF-BUILDING PERMIT IN OWN NAME, & WILL ACT AS OWN CONTRACTOR ACCEPTING FULL RESPONSIBILITY FOR CODE COMPLIANCE, FOR HIRING & EMPLOYING INDIVIDUALS & HAS ULTIMATE RESPONSIBILITY FOR MY OWN WORK & FOR THE WORK OF OTHERS.  ACTING AS MY OWN GENERAL CONTRACTOR, I FURTHER UNDERSTAND THAT I MAY FORFEIT CERTAIN PROTECTIONS, WHICH MIGHT BE AVAILABLE TO ME THROUGH THE STATE OF TENN. GENERAL CONTRACTOR�S LICENSING PROCESS.  I FURTHER ACKNOWLEDGE THAT AS A SELF-BUILDING PERMIT HOLDER I AM RESPONSIBLE FOR REQUESTING ALL REQUIRED INSPECTIONS & COMPLETING ALL AUTHORIZED WORK IN COMPLIANCE WITH APPLICABLE ADOPTED CODES.  I FURTHER UNDERSTAND THAT SEPARATE PERMITS ARE REQUIRED FOR ANY PROPOSED ELECTRICAL, PLUMBING, & GAS/MECHANICAL WORK AND IS NOT PART OF THIS BUILDING PERMIT�.

2. PURSUANT # 2006-1263 METRO CODE OF LAWS, I LANCE CARTER, (HOLDER OF PERMIT)   HEREBY CERTIFY THAT ALL CONSTRUCTION & DEMOLITION WASTE GENERATED BY ANY & ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL. FURTHER, I CERTIFY THAT NO CONSTRUCTION & DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF METRO CODE...",36.207573,-86.932602,Residential
T2018066317,Building Residential - New,Detached Accessory Dwelling Unit,2018-10-18,,907B  HALCYON AVE,NASHVILLE,TN,37204,PALMETTO CONSTRUCTION LLC,3570498,"to construct 674SF detached accessory dwelling to the rear of existing single family residence. 3' min. side setback, 10' min. rear setback, not to be over any easements.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.122302,-86.784537,Residential
T2018066345,Building Residential - New,Mobile Home Dwelling,2018-10-18,,1502  HAYES ST,NASHVILLE,TN,37203,Philip Bouthillette,3570544,"Install and Locate a quantity of (2)  24ft x 60ft  and a quantity of (1)  42ft x 70ft construction office job trailers for the Broadwest Project on property which is presently an abandoned Asphalt Paved Parking Lot , between 1502 and 1518 Hayes Street.  REJECTED: REQUIRES SUBMITTAL OF APPLICATION IN PERSON TO THIS OFFICE.  PLEASE SUBMIT FLOOR PLANS AND SITE PLANS TO THIS OFFICE IN PERSON.",36.156303,-86.792137,Residential
T2018064597,Building Residential - New,Single Family Residence,2018-10-11,,14  MIDDLETON ST,NASHVILLE,TN,37210,David Jaap,3568128,"By making this application for a Residential Short Term Rental Permit, I certify that I will comply with all requirements of Ordinance BL2014-951, BL2016-381, BL2016-492, BL2017-608, and State of Tennessee Public Chapter No. 972.

3 bdr    10 max occ.",36.154647,-86.769931,Residential
T2018064298,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",2018-10-10,,623  BRENTLAWN RD,NASHVILLE,TN,37220,Sierra Lane,3567689,"Need Site Plan reflecting where shed is proposed on Site.

10 ft minimum side and rear setbacks. Must comply with all easements on property. Not to be used for living or commercial purposes. 

Not for commercial or habitable use. 10 x 12 Ranch style shed.",36.064358,-86.763597,Residential
T2018064412,Building Residential - New,Single Family Residence,2018-10-10,156610.0,3749  HOGGETT FORD RD,HERMITAGE,TN,37076,BEAZER HOMES CORP,3567853,To construct a 1507 Sq. Ft. single family home with an attached 395 sq. ft. two car garage. Plans to be submitted to Planning for SP approval.  must comply with tree regulations one new two inch tree for every 30' road frontage.,36.17047,-86.620784,Residential
T2018063407,Building Residential - New,Single Family Residence,2018-10-05,,404  GOLDEN HILL CT,NASHVILLE,TN,37218,"FELTNER, GABE CONSTRUCTION",3566354,"To construct single family residence with 2,947 sf of living area,  528 sf attached side entry garage, 23 sf front porch and 160 sf deck area on vacant lot. 34 ft minimum front setback per survey, 10 ft side setbacks and 20 ft minimum rear setback. Must conform with all easements on property.  Pursuant # 2006-1263  Metro Code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.",36.219218,-86.858169,Residential
T2018063201,Building Residential - New,Single Family Residence,2018-10-04,,1209  DR D B TODD JR BLVD,NASHVILLE,TN,37208,Allison Patton,3566018,to build a single family home consisting of 1800 sq feet. 3 bed room 2 bath . 3 story with 2 car garage.  REJECTED: SEE APPLICATION T2016031509.  INSUFFICIENT FRONT SETBACK PER METZO TABLE 17.12.020 (A).,36.171252,-86.807357,Residential
T2018063278,Building Residential - New,Single Family Residence,2018-10-04,,404  GOLDEN HILL CT,NASHVILLE,TN,37218,Gabe Feltner,3566122,"To construct a single family residence with 2947 SF living area, 528 SF attached garage, 23 sf front porch.  Setbacks front: 30', side 10', rear 20'.  must comply with tree regulations one new two inch tree for every 30' road frontage.",36.219218,-86.858169,Residential
T2018063343,Building Residential - New,Single Family Residence,2018-10-04,180500.0,3749  HOGGETT FORD RD,HERMITAGE,TN,37076,BEAZER HOMES CORP,3566257,SP. Planning to review/approve prior to permit issuance. Sidewalk requirements to be confirmed by Planning. To construct a 1507 sq. ft. house with at attached 395 sq. foot two car garage. 0 sq ft of porches and decks.  Plans to be submitted for planning review.,36.17047,-86.620784,Residential
T2018062761,Building Residential - New,"Accessory Structure, Garage",2018-10-03,,105  HOLT HILLS RD,NASHVILLE,TN,37211,douglas akers,3565440,"to relocate existing 12x16 shed and to construct 251SFSF detached garage to the rear of existing single family residence. 3' min. side setback, 10' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16� to ridge line.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.015158,-86.725503,Residential
T2018062968,Building Residential - New,Single Family Residence,2018-10-03,,505  CLEMATIS DR,NASHVILLE,TN,37205,"KENNEDY, BOB BUILDERS LLC",3565696,Build new single family residence at this location.  The original home has been demolished and the new home will be built in the same location on the property.  REJECTED: APPLICANT WILL BE REQUIRED TO RESUMIT APPLICATION WITH CONTEXTUAL SURVEY SITE PLAN IN COMPLIANCE WITH METRO COUNCIL BILL 2014-725.,36.114591,-86.895184,Residential
T2018062648,Building Residential - New,Single Family Residence,2018-10-02,0.0,1727A  PECAN ST,NASHVILLE,TN,37208,"JACKSON BUILDERS,LLC",3565277,Finishing construction of permit# 2018003150.  approved plans on file with original permit.,36.186761,-86.814479,Residential
T2018062650,Building Residential - New,Single Family Residence,2018-10-02,0.0,1727B  PECAN ST,NASHVILLE,TN,37208,"JACKSON BUILDERS,LLC",3565284,New permit to finish construction. Permit# 2018003153.  approved plans on file with original permit.,36.186761,-86.814479,Residential
T2018061941,Building Residential - New,"Multifamily, Townhome",2018-09-28,,507  ACKLEN PARK DR,NASHVILLE,TN,37205,Michael Taylor,3564233,Tear down existing structures and build two HPR homes on site.  REJECTED: APPLICANT WILL BE REQUIRED TO COME TO OFFICE IN PERSON TO APPLY FOR THE INDIVIDUAL PERMITS AS THE PROPERTY IS NOT MAPPED FOR HPR USE.,36.142015,-86.825831,Residential
T2018061579,Building Residential - New,"Accessory Structure, Garage",2018-09-27,,200B  ENSWORTH AVE,NASHVILLE,TN,37205,COLCLASURE COMPANY LLC,3563726,to construct a 710 sf detached garage to rear of residence.  not to be used for living or commercial purposes.  MHZC must review application.,36.125069,-86.839714,Residential
T2018061575,Building Residential - New,Single Family Residence,2018-09-27,,200  ENSWORTH AVE,NASHVILLE,TN,37205,COLCLASURE COMPANY LLC,3563714,to construct a single family residence with 6203 sf living area and 620 porch areas. must comply with tree regulations one new two inch tree for every 30' road frontage.  MHZC must review application.  PUBLIC WORKS STAFF PLEASE NOTE:  APPLICANT IS REQUIRED TO INSTALL SIDEWALKS IN COMPLIANCE WITH METRO COUNCIL BILL 2016-493.  PLEASE REVIEW ACCORDINGLY.,36.125069,-86.839714,Residential
T2018061641,Building Residential - New,Single Family Residence,2018-09-27,1.0,421A  35TH AVE N,NASHVILLE,TN,37209,"TNG CONTRACTORS, LLC",3563818,"This permit to separate units for sale as an HPR and not as originally constructed as duplex under 2016057767. see original scope below. this will be minimum fee, paid under original permit.

THIS PERMIT IS TO CONSTRUCT UNITS e & f OF A TWO-FAMILY RESIDENCE (DUPLEX) ON (PARCEL 09209026500 ADDRESS 421 35TH AVE N) WITH EACH DWELLING UNIT HAVING 1,500 SF OF LIVING AREA, 400 SF ATTACHED GARAGE AND 312 SF DECK AREAS (TOTAL BLDG AREAS TO BE LA=3,000 SF AG=800 SF, DA=624 SF). DWELLING UNITS ATTACHED. MAXIMUM ALLOWED HEIGHT IS 3 STORIES/45 FEET. 27.4� MINIMUM FRONT SETBACK; 5� MINIMUM SIDE SETBACK; 20�MINIMUM REAR SETBACK. PARCEL IS MAP 92-09 PARCEL 265, IS ZONED R6, CONTAINS 6500 SF LOT AREA AND IS LOCATED AS LOT 101 IN A PRE-1984 SUBDIVISION (1911). MUST COMPLY WITH METRO COUNCIL BILLS 2014-725 AND 2014-770. ***PURSUANT TO ORDINANCE NO. 2006-1263 OF THE METROPOLITAN CODE OF LAWS, I (THE HOLDER ON THIS PERMIT) HEREBY CERTIFY THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL. FURTHER, I CERTIFY THAT NO CONSTRUCTION AND DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF THE METROPOLITAN CODE***",36.154621,-86.826669,Residential
T2018061641,Building Residential - New,Single Family Residence,2018-09-27,1.0,419A  35TH AVE N,NASHVILLE,TN,37209,"TNG CONTRACTORS, LLC",3563818,"This permit to separate units for sale as an HPR and not as originally constructed as duplex under 2016057767. see original scope below. this will be minimum fee, paid under original permit.

THIS PERMIT IS TO CONSTRUCT UNITS e & f OF A TWO-FAMILY RESIDENCE (DUPLEX) ON (PARCEL 09209026500 ADDRESS 421 35TH AVE N) WITH EACH DWELLING UNIT HAVING 1,500 SF OF LIVING AREA, 400 SF ATTACHED GARAGE AND 312 SF DECK AREAS (TOTAL BLDG AREAS TO BE LA=3,000 SF AG=800 SF, DA=624 SF). DWELLING UNITS ATTACHED. MAXIMUM ALLOWED HEIGHT IS 3 STORIES/45 FEET. 27.4� MINIMUM FRONT SETBACK; 5� MINIMUM SIDE SETBACK; 20�MINIMUM REAR SETBACK. PARCEL IS MAP 92-09 PARCEL 265, IS ZONED R6, CONTAINS 6500 SF LOT AREA AND IS LOCATED AS LOT 101 IN A PRE-1984 SUBDIVISION (1911). MUST COMPLY WITH METRO COUNCIL BILLS 2014-725 AND 2014-770. ***PURSUANT TO ORDINANCE NO. 2006-1263 OF THE METROPOLITAN CODE OF LAWS, I (THE HOLDER ON THIS PERMIT) HEREBY CERTIFY THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL. FURTHER, I CERTIFY THAT NO CONSTRUCTION AND DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF THE METROPOLITAN CODE***",36.154348,-86.826675,Residential
